Date,Location,Total points,Points flowering,New flowers,Total Flowers
2 Apr 20,5*2a,1,1,1,
2 Apr 20,5*2ag,3,1,1,
2 Apr 20,5*3as,1,0,0,
2 Apr 20,5*4a,9,6->8,7,
2 Apr 20,6*5a,2,1,1,
2 Apr 20,5*4as,5,1,1,
2 Apr 20,7*3a3s,1,0,0,
2 Apr 20,8*4a2s,3,0,0,
2 Apr 20,7*3a2s,2,0,0,
2 Apr 20,7*3as,5,0,0,
2 Apr 20,7*3a,2,2,0,
2 Apr 20,8*4a,3,3,3,
2 Apr 20,7*2a,2,1,0,
2 Apr 20,7*a,6,2,2,
2 Apr 20,8*d,2,0,0,
2 Apr 20,7*c,1,0,0,
2 Apr 20,9*2a,3,1,0,
2 Apr 20,10*s,8,0,0,
2 Apr 20,10*as,7,0->1,1,
2 Apr 20,10*2a,1,0,0,
2 Apr 20,12*2ag,9,6,3,
2 Apr 20,11*g,3,0,0,
2 Apr 20,12*g,1,0->1,1,
2 Apr 20,13*g,4,1,0,
2 Apr 20,15*2d,3,1,1,
2 Apr 20,16*m,1,0,0,
2 Apr 20,17*a,1,0,0,
2 Apr 20,19*d,7,0,0,
2 Apr 20,19*2d,1,0,0,
2 Apr 20,20*a,3,1,0,
2 Apr 20,21*g,2,0,0,
2 Apr 20,23*3a,5,0->3,1,
2 Apr 20,25*3g,1,0,0,
3 Apr 20,3*2ag,8,6,5,
3 Apr 20,4*3a2g,12,6,4,
3 Apr 20,4*3a,9,5,1,
3 Apr 20,4*2a,9,3,2,
3 Apr 20,3*3g,2,0,0,
3 Apr 20,6*2a,1,1,0,
3 Apr 20,5*2a,1,1,1,
3 Apr 20,5*2ag,3,1,1,
3 Apr 20,5*3as,1,0,0,
3 Apr 20,5*4a,9,8,6,
3 Apr 20,6*5a,2,1,1,
3 Apr 20,5*4as,5,1,1,
3 Apr 20,7*3a3s,1,0,0,
3 Apr 20,8*4a2s,3,0,0,
3 Apr 20,7*3a2s,2,0,0,
3 Apr 20,7*3as,5,0,0,
3 Apr 20,7*3a,2,2,1,
3 Apr 20,8*4a,3,3,2,
3 Apr 20,7*2a,2,1,1,
3 Apr 20,7*a,6,2,2,
3 Apr 20,8*d,2,0->1,1,
3 Apr 20,7*c,1,0,0,
3 Apr 20,9*2a,3,1,1,
3 Apr 20,10*s,8,0,0,
3 Apr 20,10*as,7,1->2,1,
3 Apr 20,10*2a,1,0,0,
3 Apr 20,12*2ag,9,6,4,
3 Apr 20,11*g,3,0,0,
3 Apr 20,12*g,1,1,0,
3 Apr 20,13*g,4,1,0,
3 Apr 20,15*2d,3,1,1,
3 Apr 20,16*m,1,0,0,
3 Apr 20,17*a,1,0,0,
3 Apr 20,19*d,7,0,0,
3 Apr 20,19*2d,1,0,0,
3 Apr 20,20*a,3,1,1,
3 Apr 20,21*g,2,0,0,
3 Apr 20,23*3a,5,3,1,
3 Apr 20,25*3g,1,0,0,
4 Apr 20,3*2ag,8,6->7,7,
4 Apr 20,4*3a2g,12,6->7,6,
4 Apr 20,4*3a,9,5->7,5,
4 Apr 20,4*2a,9,3,2,
4 Apr 20,3*3g,2,0,0,
4 Apr 20,6*2a,1,1,1,
4 Apr 20,5*2a,1,1,0,
4 Apr 20,5*2ag,3,1->3,3,
4 Apr 20,5*3as,1,0,0,
4 Apr 20,5*4a,9,8,6,
4 Apr 20,6*5a,2,1,0,
4 Apr 20,5*4as,5,1->2,2,
4 Apr 20,7*3a3s,1,0,0,
4 Apr 20,8*4a2s,3,0,0,
4 Apr 20,7*3a2s,2,0,0,
4 Apr 20,7*3as,5,0,0,
4 Apr 20,7*3a,2,2,1,
4 Apr 20,8*4a,3,3,1,
4 Apr 20,7*2a,2,1,0,
4 Apr 20,7*a,6,2->4,3,
4 Apr 20,8*d,2,1,1,
4 Apr 20,7*c,1,0,0,
4 Apr 20,9*2a,3,1,1,
4 Apr 20,10*s,8->9,0,0,
4 Apr 20,10*as,7,1->2,0,
4 Apr 20,10*2a,1,0,0,
4 Apr 20,12*2ag,9,6->7,4,
4 Apr 20,11*g,3,0,0,
4 Apr 20,12*g,1,1,1,
4 Apr 20,13*g,4,1->2,2,
4 Apr 20,15*2d,3,1,0,
4 Apr 20,16*m,1,0,0,
4 Apr 20,17*a,1,0,0,
4 Apr 20,19*d,7,0->1,1,
4 Apr 20,19*2d,1,0,0,
4 Apr 20,20*a,3,1,1,
4 Apr 20,21*g,2,0,0,
4 Apr 20,23*3a,5,3,2,
4 Apr 20,25*3g,1,0,0,
5 Apr 20,3*2ag,8,8,2,
5 Apr 20,4*3a2g,12,7->8,4,
5 Apr 20,4*3a,9,7->8,6,
5 Apr 20,4*2a,9,3,2,
5 Apr 20,3*3g,2,0->1,2,
5 Apr 20,6*2a,1,1,1,
5 Apr 20,5*2a,1,1,1,
5 Apr 20,5*2ag,3,3,0,
5 Apr 20,5*3as,1,0,0,
5 Apr 20,5*4a,9,8->9,6,
5 Apr 20,6*5a,2,1,1,
5 Apr 20,5*4as,5,2,0,
5 Apr 20,7*3a3s,1,0,0,
5 Apr 20,8*4a2s,3,0,0,
5 Apr 20,7*3a2s,2,0,0,
5 Apr 20,7*3as,5,0,0,
5 Apr 20,7*3a,2,2,0,
5 Apr 20,8*4a,3,3,3,
5 Apr 20,7*2a,2,1,0,
5 Apr 20,7*a,6,4->5,1,
5 Apr 20,8*d,2,1,0,
5 Apr 20,7*c,1,0,0,
5 Apr 20,9*2a,3,1,1,
5 Apr 20,10*s,8->9,0,0,
5 Apr 20,10*as,7,2,1,
5 Apr 20,10*2a,1,0,0,
5 Apr 20,12*2ag,9,7->9,5,
5 Apr 20,11*g,3,0,0,
5 Apr 20,12*g,1,1,0,
5 Apr 20,13*g,4,2,1,
5 Apr 20,15*2d,3,1,0,
5 Apr 20,16*m,1,0,0,
5 Apr 20,17*a,1,0,0,
5 Apr 20,19*d,7,1,0,
5 Apr 20,19*2d,1,0,0,
5 Apr 20,19*m,2,0,0,
5 Apr 20,20*a,3,1,0,
5 Apr 20,21*g,2,0,0,
5 Apr 20,23*3a,5,3,2,
5 Apr 20,25*3g,1,0,0,
6 Apr 20,3*2ag,8,8,8,
6 Apr 20,4*3a2g,12,8,7,
6 Apr 20,4*3a,9,8,4,
6 Apr 20,4*2a,9,3->4,1,
6 Apr 20,3*3g,2,1->2,1,
6 Apr 20,6*2a,1,1,0,
6 Apr 20,5*2a,1,1,1,
6 Apr 20,5*2ag,3,3,0,
6 Apr 20,5*3as,1,0,0,
6 Apr 20,5*4a,9,9,4,
6 Apr 20,6*5a,2,1,0,
6 Apr 20,5*4as,5,2,1,
6 Apr 20,7*3a3s,1,0,0,
6 Apr 20,8*4a2s,3,0,0,
6 Apr 20,7*3a2s,2,0,0,
6 Apr 20,7*3as,5,0,0,
6 Apr 20,7*3a,2,2,2,
6 Apr 20,8*4a,3,3,2,
6 Apr 20,7*2a,2,1,0,
6 Apr 20,7*a,6,5->6,6,
6 Apr 20,8*d,2,1->2,2,
6 Apr 20,7*c,1,0,0,
6 Apr 20,9*2a,3,1,0,
6 Apr 20,10*s,8->9,0,0,
6 Apr 20,10*as,7,2,2,
6 Apr 20,10*2a,1,0,0,
6 Apr 20,12*2ag,9,9,6,
6 Apr 20,11*g,3,0,0,
6 Apr 20,12*g,1,1,0,
6 Apr 20,13*g,4,2,2,
6 Apr 20,15*2d,3,1,0,
6 Apr 20,16*m,1,0,0,
6 Apr 20,17*a,1,0,0,
6 Apr 20,19*d,7,1->2,1,
6 Apr 20,19*2d,1,0,0,
6 Apr 20,19*m,2,0,0,
6 Apr 20,20*a,3,1->2,2,
6 Apr 20,21*g,2,0,0,
6 Apr 20,23*3a,5,3->4,3,
6 Apr 20,25*3g,1,0,0,
7 Apr 20,3*2ag,8,8,4,
7 Apr 20,4*3a2g,12,8,9,
7 Apr 20,4*3a,9->10,8->9,5,
7 Apr 20,4*2a,9,4->5,4,
7 Apr 20,3*3g,2,2,2,
7 Apr 20,6*2a,1,1,0,
7 Apr 20,5*2a,1,1,1,
7 Apr 20,5*2ag,3,3,1,
7 Apr 20,5*3as,1,0,0,
7 Apr 20,5*4a,9,9,7,
7 Apr 20,6*5a,2,1,1,
7 Apr 20,5*4as,5,2->4,4,
7 Apr 20,7*3a3s,1,0,0,
7 Apr 20,8*4a2s,3,0,0,
7 Apr 20,7*3a2s,2,0,0,
7 Apr 20,7*3as,5,0,0,
7 Apr 20,7*3a,2,2,0,
7 Apr 20,8*4a,3,3,2,
7 Apr 20,7*2a,2,1,0,
7 Apr 20,7*a,6,6,4,
7 Apr 20,8*d,2,2,1,
7 Apr 20,7*c,1,1,0,
7 Apr 20,9*2a,3,1,1,
7 Apr 20,10*s,9,0,0,
7 Apr 20,10*as,7,2->3,2,
7 Apr 20,10*2a,1,0,0,
7 Apr 20,12*2ag,9,9,10,
7 Apr 20,11*g,3,0,0,
7 Apr 20,12*g,1,1,1,
7 Apr 20,13*g,4,2,2,
7 Apr 20,15*2d,3,1,0,
7 Apr 20,16*m,1,0,0,
7 Apr 20,17*a,1,0,0,
7 Apr 20,19*d,7,2->3,2,
7 Apr 20,19*2d,1,0,0,
7 Apr 20,19*m,2,0,0,
7 Apr 20,20*a,3,2->3,2,
7 Apr 20,21*g,2,0,0,
7 Apr 20,23*3a,5,4,3,
7 Apr 20,25*3g,1,0,0,
8 Apr 20,3*2ag,8,8,3,
8 Apr 20,4*3a2g,12,8,3,
8 Apr 20,4*3a,10,9,5,
8 Apr 20,4*2a,9,5,0,
8 Apr 20,3*3g,2,2,0,
8 Apr 20,6*2a,1,1,0,
8 Apr 20,5*2a,1,1,1,
8 Apr 20,5*2ag,3,3,2,
8 Apr 20,5*3as,1,0,0,
8 Apr 20,5*4a,9,9,7,
8 Apr 20,6*5a,2,1,1,
8 Apr 20,5*4as,5,4,1,
8 Apr 20,7*3a3s,1,0,0,
8 Apr 20,8*4a2s,3,0->1,1,
8 Apr 20,7*3a2s,2,0,0,
8 Apr 20,7*3as,5,0->1,1,
8 Apr 20,7*3a,2,2,1,
8 Apr 20,8*4a,3,3,0,
8 Apr 20,7*2a,2,1,0,
8 Apr 20,7*a,6,6,1,
8 Apr 20,8*d,2,2,0,
8 Apr 20,7*c,1,1,0,
8 Apr 20,9*2a,3,1,0,
8 Apr 20,10*s,9,0,0,
8 Apr 20,10*as,7,3,2,
8 Apr 20,10*2a,1,0,0,
8 Apr 20,12*2ag,9,9,2,
8 Apr 20,11*g,3,0,0,
8 Apr 20,12*g,1,1,1,
8 Apr 20,13*g,4,2,0,
8 Apr 20,15*2d,3,1,0,
8 Apr 20,16*m,1,0,0,
8 Apr 20,17*a,1,0,0,
8 Apr 20,19*d,7,3,0,
8 Apr 20,19*2d,1,0,0,
8 Apr 20,19*m,2,0,0,
8 Apr 20,20*a,3,3,1,
8 Apr 20,21*g,2,0,0,
8 Apr 20,23*3a,5,4,1,
8 Apr 20,25*3g,1,0,0,
9 Apr 20,3*2ag,8,8,5,
9 Apr 20,4*3a2g,12->13,8->9,7,
9 Apr 20,4*3a,10,9->10,5,
9 Apr 20,4*2a,9,5->6,1,
9 Apr 20,3*3g,2,2,0,
9 Apr 20,6*2a,1,1,0,
9 Apr 20,5*2a,1,1,0,
9 Apr 20,5*2ag,3,3,1,
9 Apr 20,5*3as,1,0,0,
9 Apr 20,5*4a,9,9,6,
9 Apr 20,6*5a,2,1,0,
9 Apr 20,5*4as,5,4,2,
9 Apr 20,7*3a3s,1,0,0,
9 Apr 20,8*4a2s,3,1,0,
9 Apr 20,7*3a2s,2,0,0,
9 Apr 20,7*3as,5,1->2,1,
9 Apr 20,7*3a,2,2,0,
9 Apr 20,8*4a,3,3,0,
9 Apr 20,7*2a,2,1,0,
9 Apr 20,7*a,6,6,6,
9 Apr 20,8*d,2,2,1,
9 Apr 20,7*c,1,1,0,
9 Apr 20,9*2a,3,1,0,
9 Apr 20,10*s,9,0->1,1,
9 Apr 20,10*as,7,3,2,
9 Apr 20,10*2a,1,0,0,
9 Apr 20,12*2ag,9,9,6,
9 Apr 20,11*g,3,0->1,1,
9 Apr 20,12*g,1,1,0,
9 Apr 20,13*g,4,2,1,
9 Apr 20,15*2d,3,1,0,
9 Apr 20,16*m,1,0,0,
9 Apr 20,17*a,1,0->1,1,
9 Apr 20,19*d,7,3,2,
9 Apr 20,19*2d,1,0,0,
9 Apr 20,19*m,2,0,0,
9 Apr 20,20*a,3,3,0,
9 Apr 20,21*g,2,0,0,
9 Apr 20,23*3a,5,4,2,
9 Apr 20,25*3g,1,0->1,1,
10 Apr 20,3*2ag,8,8,6,"3,3,3,4,7,6,8,6"
10 Apr 20,4*3a2g,13,9,6,"7,3,5,5,7,3,7,6,3"
10 Apr 20,4*3a,10,10,6,"3,3,2,5,2,5,4,5,10,11"
10 Apr 20,4*2a,9,6->8,5,"1,2,1,6,3,8,1,2"
10 Apr 20,3*3g,2,2,1,"2,4"
10 Apr 20,6*2a,1,1,0,4
10 Apr 20,5*2a,1,1,1,11
10 Apr 20,5*2ag,3,3,2,"3,6,3"
10 Apr 20,5*3as,1,0,0,
10 Apr 20,5*4a,9,9,4,"5,6,11,9,4,10,5,15,10"
10 Apr 20,6*5a,2,1,1,12
10 Apr 20,5*4as,5,4,2,12
10 Apr 20,7*3a3s,1,0,0,
10 Apr 20,8*4a2s,3,1->2,2,"2,1"
10 Apr 20,7*3a2s,2,0,0,
10 Apr 20,7*3as,5->7,2->3,2,"1,1,2"
10 Apr 20,7*3a,2,2,1,"1,9"
10 Apr 20,8*4a,3,3,2,"10,12,3"
10 Apr 20,7*2a,2,1,0,6
10 Apr 20,7*a,6,6,4,"4,5,4,5,7,4"
10 Apr 20,8*d,2,2,0,"4,2"
10 Apr 20,7*c,1,1,0,1
10 Apr 20,9*2a,3,1->2,2,"0,1,11"
10 Apr 20,10*s,9,1,0,1
10 Apr 20,10*as,7,3,1,"3,5,2"
10 Apr 20,10*2a,1,0,0,
10 Apr 20,12*2ag,9,9,4,"7,11,7,8,2,4,5,3,1"
10 Apr 20,11*g,3,1,0,1
10 Apr 20,12*g,1,1,1,5
10 Apr 20,13*g,4,2,1,"4,2"
10 Apr 20,15*2d,3,1,0,3
10 Apr 20,16*m,1,0,0,
10 Apr 20,17*a,1,1,0,1
10 Apr 20,19*d,7,3->5,4,"1,1,2,4,1"
10 Apr 20,19*2d,1,0,0,
10 Apr 20,19*m,2,0->1,1,1
10 Apr 20,20*a,3,3,2,"12,1,3"
10 Apr 20,21*g,2,0,0,
10 Apr 20,23*3a,5,4,2,"2,5,1,3,3"
10 Apr 20,25*3g,1,1,0,1
11 Apr 20,3*2ag,8,8,2,
11 Apr 20,4*3a2g,13,9,2,
11 Apr 20,4*3a,10,10,3,
11 Apr 20,4*2a,9,8,1,
11 Apr 20,3*3g,2,2,1,
11 Apr 20,6*2a,1,1,0,
11 Apr 20,5*2a,1,1,0,
11 Apr 20,5*2ag,3,3,1,
11 Apr 20,5*3as,1,0,0,
11 Apr 20,5*4a,9,9,5,
11 Apr 20,6*5a,2,1,0,
11 Apr 20,5*4as,5,4,0,
11 Apr 20,7*3a3s,1,0,0,
11 Apr 20,8*4a2s,3,2,2,
11 Apr 20,7*3a2s,2,0,0,
11 Apr 20,7*3as,7,3,1,
11 Apr 20,7*3a,2,2,0,
11 Apr 20,8*4a,3,3,0,
11 Apr 20,7*2a,2,1,0,
11 Apr 20,7*a,6,6,1,
11 Apr 20,8*d,2,2,0,
11 Apr 20,7*c,1,1,0,
11 Apr 20,9*2a,3,2,1,
11 Apr 20,10*s,9,1,0,
11 Apr 20,10*as,7,3,1,
11 Apr 20,10*2a,1,0,0,
11 Apr 20,12*2ag,9,9,4,
11 Apr 20,11*g,3,1->2,2,
11 Apr 20,12*g,1,1,1,
11 Apr 20,13*g,4,2,2,
11 Apr 20,15*2d,3,1,0,
11 Apr 20,16*m,1,0,0,
11 Apr 20,17*a,1,1,0,
11 Apr 20,19*d,7,5,2,
11 Apr 20,19*2d,1,0,0,
11 Apr 20,19*m,2,1,0,
11 Apr 20,20*a,3,3,0,
11 Apr 20,21*g,2,0,0,
11 Apr 20,23*3a,5,4,0,
11 Apr 20,25*3g,1,1,0,
12 Apr 20,3*2ag,8,8,9,
12 Apr 20,4*3a2g,13,9->11,18,
12 Apr 20,4*3a,10,10,10,
12 Apr 20,4*2a,9,8,7,
12 Apr 20,3*3g,2,2,2,
12 Apr 20,6*2a,1,1,0,
12 Apr 20,5*2a,1,1,1,
12 Apr 20,5*2ag,3,3,3,
12 Apr 20,5*3as,1,0,0,
12 Apr 20,5*4a,9,9,10,
12 Apr 20,6*5a,2,1,0,
12 Apr 20,5*4as,5,4->5,7,
12 Apr 20,7*3a3s,1,0,0,
12 Apr 20,8*4a2s,3,2,2,
12 Apr 20,7*3a2s,2,0,0,
12 Apr 20,7*3as,7,3->4,2,
12 Apr 20,7*3a,2,2,1,
12 Apr 20,8*4a,3,3,1,
12 Apr 20,7*2a,2,1,0,
12 Apr 20,7*a,6,6,9,
12 Apr 20,8*d,2,2,1,
12 Apr 20,7*c,1,1,0,
12 Apr 20,9*2a,3,2->3,2,
12 Apr 20,10*s,9,1->3,4,
12 Apr 20,10*as,7,3->5,6,
12 Apr 20,10*2a,1,0->1,1,
12 Apr 20,12*2ag,9,9,8,
12 Apr 20,11*g,3,2,0,
12 Apr 20,12*g,1,1,1,
12 Apr 20,13*g,4,2->4,3,
12 Apr 20,15*2d,3,1,0,
12 Apr 20,16*m,1,0->1,1,
12 Apr 20,17*a,1,1,1,
12 Apr 20,19*d,7,5->7,6,
12 Apr 20,19*2d,1,0,0,
12 Apr 20,19*m,2,1,1,
12 Apr 20,20*a,3,3,5,
12 Apr 20,21*g,2,0,0,
12 Apr 20,23*3a,5,4->5,7,
12 Apr 20,25*3g,1,1,1,
13 Apr 20,3*2ag,8,8,7,
13 Apr 20,4*3a2g,13,11,5,
13 Apr 20,4*3a,10,10,10,
13 Apr 20,4*2a,9,8,7,
13 Apr 20,3*3g,2,2,2,
13 Apr 20,6*2a,1,1,0,
13 Apr 20,5*2a,1,1,1,
13 Apr 20,5*2ag,3,3,3,
13 Apr 20,5*3as,1,0,0,
13 Apr 20,5*4a,9,9,10,
13 Apr 20,6*5a,2,1,0,
13 Apr 20,5*4as,5,4->5,7,
13 Apr 20,7*3a3s,1,0,0,
13 Apr 20,8*4a2s,3,2,2,
13 Apr 20,7*3a2s,2,0,0,
13 Apr 20,7*3as,7,3->4,2,
13 Apr 20,7*3a,2,2,1,
13 Apr 20,8*4a,3,3,1,
13 Apr 20,7*2a,2,1,0,
13 Apr 20,7*a,6,6,9,
13 Apr 20,8*d,2,2,1,
13 Apr 20,7*c,1,1,0,
13 Apr 20,9*2a,3,2->3,2,
13 Apr 20,10*s,9,1->3,4,
13 Apr 20,10*as,7,3->5,6,
13 Apr 20,10*2a,1,0->1,1,
13 Apr 20,12*2ag,9,9,8,
13 Apr 20,11*g,3,2,0,
13 Apr 20,12*g,1,1,1,
13 Apr 20,13*g,4,2->4,3,
13 Apr 20,15*2d,3,1,0,
13 Apr 20,16*m,1,0->1,1,
13 Apr 20,17*a,1,1,1,
13 Apr 20,19*d,7,5->7,6,
13 Apr 20,19*2d,1,0,0,
13 Apr 20,19*m,2,1,1,
13 Apr 20,20*a,3,3,5,
13 Apr 20,21*g,2,0,0,
13 Apr 20,23*3a,5,4->5,7,
13 Apr 20,25*3g,1,1,1,
14 Apr 20,3*2ag,8,8,7,
14 Apr 20,4*3a2g,13,11,11,
14 Apr 20,4*3a,10,10,7,
14 Apr 20,4*2a,9,8,7,
14 Apr 20,3*3g,2,2,0,
14 Apr 20,6*2a,1,1,0,
14 Apr 20,5*2a,1,1,1,
14 Apr 20,5*2ag,3,3,1,
14 Apr 20,5*3as,1,0,0,
14 Apr 20,5*4a,9,9,6,
14 Apr 20,6*5a,2,1->2,1,
14 Apr 20,5*4as,5,5,2,
14 Apr 20,7*3a3s,1,0,0,
14 Apr 20,8*4a2s,3,2,0,
14 Apr 20,7*3a2s,2,0,0,
14 Apr 20,7*3as,7,4->5,4,
14 Apr 20,7*3a,2,2,0,
14 Apr 20,8*4a,3,3,0,
14 Apr 20,7*2a,2,1,0,
14 Apr 20,7*a,6,6,4,
14 Apr 20,8*d,2,2,0,
14 Apr 20,7*c,1,1,0,
14 Apr 20,9*2a,3,3,2,
14 Apr 20,10*s,9,5->7,5,
14 Apr 20,10*as,7,5->6,5,
14 Apr 20,10*2a,1,1,0,
14 Apr 20,12*2ag,9,9,5,
14 Apr 20,11*g,3,3,1,
14 Apr 20,12*g,1,1,1,
14 Apr 20,13*g,4,4,3,
14 Apr 20,15*2d,3,1,0,
14 Apr 20,16*m,1,1,1,
14 Apr 20,17*a,1,1,2,
14 Apr 20,19*d,7,7,4,
14 Apr 20,19*2d,1,0,0,
14 Apr 20,19*m,2,1->2,1,
14 Apr 20,20*a,3,3,2,
14 Apr 20,21*g,2,0,0,
14 Apr 20,23*3a,5,5,3,
14 Apr 20,25*3g,1,1,1,
15 Apr 20,3*2ag,8,8,5,
15 Apr 20,4*3a2g,13,11,9,
15 Apr 20,4*3a,10,10,9,
15 Apr 20,4*2a,9,8,3,
15 Apr 20,3*3g,2,2,1,
15 Apr 20,6*2a,1,1,1,
15 Apr 20,5*2a,1,1,0,
15 Apr 20,5*2ag,3,3,1,
15 Apr 20,5*3as,1,0->1,1,
15 Apr 20,5*4a,9,9,9,
15 Apr 20,6*5a,2,2,0,
15 Apr 20,5*4as,5,5,3,
15 Apr 20,7*3a3s,1,0,0,
15 Apr 20,8*4a2s,3,2,2,
15 Apr 20,7*3a2s,2,0->1,1,
15 Apr 20,7*3as,7,5,5,
15 Apr 20,7*3a,2,2,1,
15 Apr 20,8*4a,3,3,1,
15 Apr 20,7*2a,2,1,0,
15 Apr 20,7*a,6,6,3,
15 Apr 20,8*d,2,2,0,
15 Apr 20,7*c,1,1,0,
15 Apr 20,9*2a,3,3,2,
15 Apr 20,10*s,9,7,3,
15 Apr 20,10*as,7,6,2,
15 Apr 20,10*2a,1,1,1,
15 Apr 20,12*2ag,9,9,5,
15 Apr 20,11*g,3,3,5,
15 Apr 20,12*g,1,1,0,
15 Apr 20,13*g,4,4,2,
15 Apr 20,15*2d,3,1,1,
15 Apr 20,16*m,1,1,0,
15 Apr 20,17*a,1,1,0,
15 Apr 20,19*d,7,7,3,
15 Apr 20,19*2d,1,0,0,
15 Apr 20,19*m,2,2,2,
15 Apr 20,20*a,3,3,3,
15 Apr 20,21*g,2,0->1,2,
15 Apr 20,23*3a,5,5,5,
15 Apr 20,25*3g,1,1,0,
16 Apr 20,3*2ag,8,8,3,
16 Apr 20,4*3a2g,13,11,7,
16 Apr 20,4*3a,10,10,6,
16 Apr 20,4*2a,9,8,4,
16 Apr 20,3*3g,2,2,0,
16 Apr 20,6*2a,1,1,1,
16 Apr 20,5*2a,1,1,1,
16 Apr 20,5*2ag,3,3,1,
16 Apr 20,5*3as,1,1,0,
16 Apr 20,5*4a,9,9,5,
16 Apr 20,6*5a,2,2,0,
16 Apr 20,5*4as,5,5,5,
16 Apr 20,7*3a3s,1,0,0,
16 Apr 20,8*4a2s,3,2,2,
16 Apr 20,7*3a2s,2,0->1,1,
16 Apr 20,7*3as,7,5,3,
16 Apr 20,7*3a,2,2,1,
16 Apr 20,8*4a,3,3,1,
16 Apr 20,7*2a,2,1,1,
16 Apr 20,7*a,6,6,5,
16 Apr 20,8*d,2,2,0,
16 Apr 20,7*c,1,1,0,
16 Apr 20,9*2a,3,3,3,
16 Apr 20,10*s,9,7,7,
16 Apr 20,10*as,7,6,2,
16 Apr 20,10*2a,1,1,1,
16 Apr 20,12*2ag,9,9,1,
16 Apr 20,11*g,3,3,1,
16 Apr 20,12*g,1,1,1,
16 Apr 20,13*g,4,4,4,
16 Apr 20,15*2d,3,1->2,1,
16 Apr 20,16*m,1,1,1,
16 Apr 20,17*a,1,1,1,
16 Apr 20,19*d,7,7,7,
16 Apr 20,19*2d,1,0,0,
16 Apr 20,19*m,2,2,2,
16 Apr 20,20*a,3,3,2,
16 Apr 20,21*g,2->3,1->3,2,
16 Apr 20,23*3a,5,5,5,
16 Apr 20,25*3g,1,1,2,
17 Apr 20,3*2ag,8,8,6,
17 Apr 20,4*3a2g,13,11,9,
17 Apr 20,4*3a,10,10,10,
17 Apr 20,4*2a,9,8,5,
17 Apr 20,3*3g,2,2,0,
17 Apr 20,6*2a,1,1,1,
17 Apr 20,5*2a,1,1,1,
17 Apr 20,5*2ag,3,3,2,
17 Apr 20,5*3as,1,1,1,
17 Apr 20,5*4a,9,9,5,
17 Apr 20,6*5a,2,2,1,
17 Apr 20,5*4as,5,5,4,
17 Apr 20,7*3a3s,1,0,0,
17 Apr 20,8*4a2s,3,2->3,2,
17 Apr 20,7*3a2s,2,1,0,
17 Apr 20,7*3as,7,5,2,
17 Apr 20,7*3a,2,2,1,
17 Apr 20,8*4a,3,3,0,
17 Apr 20,7*2a,2,1->2,1,
17 Apr 20,7*a,6,6,5,
17 Apr 20,8*d,2,2,2,
17 Apr 20,7*c,1,1,0,
17 Apr 20,9*2a,3,3,2,
17 Apr 20,10*s,9,7->8,6,
17 Apr 20,10*as,7,6,3,
17 Apr 20,10*2a,1,1,1,
17 Apr 20,12*2ag,9,9,3,
17 Apr 20,11*g,3,3,3,
17 Apr 20,12*g,1,1,1,
17 Apr 20,13*g,4,4,3,
17 Apr 20,15*2d,3,2,1,
17 Apr 20,16*m,1,1,1,
17 Apr 20,17*m,2,2,2,
17 Apr 20,17*a,1,1,1,
17 Apr 20,18*g,8,0,0,
17 Apr 20,19*d,7,7,4,
17 Apr 20,19*2d,1,0,0,
17 Apr 20,19*m,2,2,1,
