Date,Location,Total points,Points flowering,New flowers,Total Flowers
1 May 20,5*2ag,3,3,2,
1 May 20,5*3as,1,1,0,
1 May 20,5*4a,9,0,0,
1 May 20,6*5a,2,1,0,
1 May 20,5*4as,5,2,1,
1 May 20,7*3a3s,1,1,1,
1 May 20,8*4a2s,3,3,1,
1 May 20,7*3a2s,2,2,2,
1 May 20,7*3as,7,5,4,
1 May 20,7*3a,1,1,1,
1 May 20,8*4a,3,0,0,
1 May 20,7*2a,2,1->0,0,
1 May 20,7*a,6,1->0,0,
1 May 20,8*2d,2,1,1,
1 May 20,8*d,2,1->0,0,
1 May 20,7*c,1,0,0,
1 May 20,9*2a,3,1,1,
1 May 20,10*s,9,5,5,
1 May 20,10*as,7,4->3,2,
1 May 20,10*2a,1,1,1,
1 May 20,12*2ag,5,0,0,
1 May 20,12*m,2,1->2,2,
1 May 20,12*a,2,1,1,
1 May 20,12*2g,3,2,1,
1 May 20,11*a,2,1,0,
1 May 20,11*g,3,1,0,
1 May 20,12*g,1,0,0,
1 May 20,13*g,4,0,0,
1 May 20,15*2d,3,2,2,
1 May 20,17*a,1,1->0,0,
1 May 20,16*m,1,0,0,
1 May 20,17*m,2,0,0,
1 May 20,18*m,1,1,0,
1 May 20,19*m,1,1,0,
1 May 20,18*g,8,2,1,
1 May 20,19*d,7,2,2,
1 May 20,19*2d,1,1,0,
1 May 20,19*2m,2,2,2,
1 May 20,20*a,3,0,0,
1 May 20,21*g,3,2,1,
1 May 20,23*3a,5,2->0,0,
1 May 20,25*3g,1,1,1,
2 May 20,1*4a,2,1,1,
2 May 20,2*5a,1,0,0,
2 May 20,3*2ag,8,0,0,
2 May 20,4*3a2g,13,3->2,2,
2 May 20,4*3a,10,0,0,
2 May 20,4*2a,9,2->1,1,
2 May 20,3*3g,2,0,0,
2 May 20,6*2a,1,1->0,0,
2 May 20,5*2a,1,0,0,
2 May 20,5*2ag,3,3->2,2,
2 May 20,5*3as,1,1,1,
2 May 20,5*4a,9,0,0,
2 May 20,6*5a,2,1,1,
2 May 20,5*4as,5,2->1,1,
2 May 20,7*3a3s,1,1,0,
2 May 20,8*4a2s,3,3,2,
2 May 20,7*3a2s,2,2,0,
2 May 20,7*3as,7,5->3,3,
2 May 20,7*3a,1,1,1,
2 May 20,8*4a,3,0,0,
2 May 20,7*2a,2,0,0,
2 May 20,7*a,6,0,0,
2 May 20,8*2d,2,1,1,
2 May 20,8*d,2,0,0,
2 May 20,7*c,1,0,0,
2 May 20,9*2a,3,1,1,
2 May 20,10*s,9,5->4,1,
2 May 20,10*as,7,3->2,1,
2 May 20,10*2a,1,1->0,0,
2 May 20,12*2ag,5,0,0,
2 May 20,12*m,2,2,0,
2 May 20,12*a,2,1,0,
2 May 20,12*2g,3,2,2,
2 May 20,11*a,2,1,1,
2 May 20,11*g,3,1,1,
2 May 20,12*g,1,0,0,
2 May 20,13*g,4,0,0,
2 May 20,15*2d,3,2,1,
2 May 20,17*a,1,0,0,
2 May 20,16*m,1,0,0,
2 May 20,17*m,2,0,0,
2 May 20,18*m,1,1,1,
2 May 20,19*m,1,1,0,
2 May 20,18*g,8,2,1,
2 May 20,19*d,7,2->0,0,
2 May 20,19*2d,1,1,0,
2 May 20,19*2m,2,2,0,
2 May 20,20*a,3,0,0,
2 May 20,21*g,3,2->1,1,
2 May 20,23*3a,5,0,0,
2 May 20,25*3g,1,1,0,
3 May 20,1*4a,2,1,0,
3 May 20,2*5a,1,0,0,
3 May 20,3*2ag,8,0,0,
3 May 20,4*3a2g,13,2->0,0,
3 May 20,4*3a,10,0,0,
3 May 20,4*2a,9,1->0,0,
3 May 20,3*3g,2,0,0,
3 May 20,6*2a,1,0,0,
3 May 20,5*2a,1,0,0,
3 May 20,5*2ag,3,2,2,
3 May 20,5*3as,1,1,1,
3 May 20,5*4a,9,0,0,
3 May 20,6*5a,2,1,0,
3 May 20,5*4as,5,1->0,0,
3 May 20,7*3a3s,1,1,1,
3 May 20,8*4a2s,3,3->2,2,
3 May 20,7*3a2s,2,2,2,
3 May 20,7*3as,7,3,2,
3 May 20,7*3a,1,1,1,
3 May 20,8*4a,3,0,0,
3 May 20,7*2a,2,0,0,
3 May 20,7*a,6,0,0,
3 May 20,8*2d,2,1,1,
3 May 20,8*d,2,0,0,
3 May 20,7*c,1,0,0,
3 May 20,9*2a,3,1,0,
3 May 20,10*s,9,4->3,3,
3 May 20,10*as,7,2,2,
3 May 20,10*2a,1,0,0,
3 May 20,12*2ag,5,0,0,
3 May 20,12*m,2,2,2,
3 May 20,12*a,2,1,1,
3 May 20,12*2g,3,2,1,
3 May 20,11*a,2,1,1,
3 May 20,11*g,3,1->0,0,
3 May 20,12*g,1,0,0,
3 May 20,13*g,4,0,0,
3 May 20,15*2d,3,2,1,
3 May 20,17*a,1,0,0,
3 May 20,16*m,1,0,0,
3 May 20,17*m,2,0,0,
3 May 20,18*m,1,1->0,0,
3 May 20,19*m,1,1,1,
3 May 20,18*g,8,2->5,5,
3 May 20,19*d,7,0,0,
3 May 20,19*2d,1,1,1,
3 May 20,19*2m,2,2,2,
3 May 20,20*a,3,0,0,
3 May 20,21*g,3,1,1,
3 May 20,23*3a,5,0,0,
3 May 20,25*3g,1,1,0,
4 May 20,1*4a,2,1,1,
4 May 20,2*5a,1,0,0,
4 May 20,3*2ag,8,0,0,
4 May 20,4*3a2g,13,0,0,
4 May 20,4*3a,10,0,0,
4 May 20,4*2a,9,0,0,
4 May 20,3*3g,2,0,0,
4 May 20,6*2a,1,0,0,
4 May 20,5*2a,1,0,0,
4 May 20,5*2ag,3,2,2,
4 May 20,5*3as,1,1,0,
4 May 20,5*4a,9,0,0,
4 May 20,6*5a,2,1,0,
4 May 20,5*4as,5,0,0,
4 May 20,7*3a3s,1,1,1,
4 May 20,8*4a2s,3,2->1,0,
4 May 20,7*3a2s,2,2,0,
4 May 20,7*3as,7,3,1,
4 May 20,7*3a,1,1,1,
4 May 20,8*4a,3,0,0,
4 May 20,7*2a,2,0,0,
4 May 20,7*a,6,0,0,
4 May 20,8*2d,2,1->2,0,
4 May 20,8*d,2,0,0,
4 May 20,7*c,1,0,0,
4 May 20,9*2a,3,1,0,
4 May 20,10*s,9,3->0,0,
4 May 20,10*as,7,2,1,
4 May 20,10*2a,1,0,0,
4 May 20,12*2ag,5,0,0,
4 May 20,12*m,2,2,1,
4 May 20,12*a,2,1,1,
4 May 20,12*2g,3,2,2,
4 May 20,11*a,2,1,1,
4 May 20,11*g,3,0,0,
4 May 20,12*g,1,0,0,
4 May 20,13*g,4,0,0,
4 May 20,15*2d,3,2,2,
4 May 20,17*a,1,0,0,
4 May 20,16*m,1,0,0,
4 May 20,17*m,2,0,0,
4 May 20,18*m,1,0,0,
4 May 20,18*g,8,5->7,7,
4 May 20,19*m,1,1->0,0,
4 May 20,19*d,7,0,0,
4 May 20,19*2d,1,1,0,
4 May 20,19*2m,2,2,1,
4 May 20,20*a,3,0,0,
4 May 20,21*g,3,1,0,
4 May 20,23*3a,5,0,0,
4 May 20,25*3g,1,1,0,
5 May 20,1*4a,2,1,1,
5 May 20,2*5a,1,0,0,
5 May 20,3*2ag,8,0,0,
5 May 20,4*3a2g,13,0,0,
5 May 20,4*3a,10,0,0,
5 May 20,4*2a,9,0,0,
5 May 20,3*3g,2,0,0,
5 May 20,6*2a,1,0,0,
5 May 20,5*2a,1,0,0,
5 May 20,5*2ag,3,2,0,
5 May 20,5*3as,1,1,1,
5 May 20,5*4a,9,0,0,
5 May 20,6*5a,2,1,0,
5 May 20,5*4as,5,0,0,
5 May 20,7*3a3s,1,1,0,
5 May 20,8*4a2s,3,1,1,
5 May 20,7*3a2s,2,2,1,
5 May 20,7*3as,7,3,2,
5 May 20,7*3a,1,1,0,
5 May 20,8*4a,3,0,0,
5 May 20,7*2a,2,0,0,
5 May 20,7*a,6,0,0,
5 May 20,8*2d,2,2,1,
5 May 20,8*d,2,0,0,
5 May 20,7*c,1,0,0,
5 May 20,9*2a,3,1,1,
5 May 20,10*s,9,0,0,
5 May 20,10*as,7,2->1,0,
5 May 20,10*2a,1,0,0,
5 May 20,12*2ag,5,0,0,
5 May 20,12*m,2,2,0,
5 May 20,12*a,2,1,0,
5 May 20,12*2g,3,2,0,
5 May 20,11*a,2,1->0,0,
5 May 20,11*g,3,0,0,
5 May 20,12*g,1,0,0,
5 May 20,13*g,4,0,0,
5 May 20,15*2d,3,2,0,
5 May 20,17*a,1,0,0,
5 May 20,16*m,1,0,0,
5 May 20,17*m,2,0,0,
5 May 20,18*m,1,0,0,
5 May 20,18*g,8,7,2,
5 May 20,19*m,1,0,0,
5 May 20,19*d,7,0,0,
5 May 20,19*2d,1,1,0,
5 May 20,19*2m,2,2,1,
5 May 20,20*a,3,0,0,
5 May 20,21*g,3,1,1,
5 May 20,23*3a,5,0,0,
5 May 20,25*3g,1,1,0,
6 May 20,1*4a,2,1,1,
6 May 20,2*5a,1,0,0,
6 May 20,3*2ag,8,0,0,
6 May 20,4*3a2g,13,0,0,
6 May 20,4*3a,10,0,0,
6 May 20,4*2a,9,0,0,
6 May 20,3*3g,2,0,0,
6 May 20,6*2a,1,0,0,
6 May 20,5*2a,1,0,0,
6 May 20,5*2ag,3,2,1,
6 May 20,5*3as,1,1,0,
6 May 20,5*4a,9,0,0,
6 May 20,6*5a,2,1,1,
6 May 20,5*4as,5,0,0,
6 May 20,7*3a3s,1,1,1,
6 May 20,8*4a2s,3,1,0,
6 May 20,7*3a2s,2,2->1,1,
6 May 20,7*3as,7,3->2,1,
6 May 20,7*3a,1,1,1,
6 May 20,8*4a,3,0,0,
6 May 20,7*2a,2,0,0,
6 May 20,7*a,6,0,0,
6 May 20,8*2d,2,2,1,
6 May 20,8*d,2,0,0,
6 May 20,7*c,1,0,0,
6 May 20,9*2a,3,1->0,0,
6 May 20,10*s,9,0,0,
6 May 20,10*as,7,1,1,
6 May 20,10*2a,1,0,0,
6 May 20,12*2ag,5,0,0,
6 May 20,12*m,2,2,2,
6 May 20,12*a,2,1,0,
6 May 20,12*2g,3,2,2,
6 May 20,11*a,2,0,0,
6 May 20,11*g,3,0,0,
6 May 20,12*g,1,0,0,
6 May 20,13*g,4,0,0,
6 May 20,15*2d,3,2,0,
6 May 20,17*a,1,0,0,
6 May 20,16*m,1,0,0,
6 May 20,17*m,2,0,0,
6 May 20,18*m,1,0,0,
6 May 20,18*g,8,7,4,
6 May 20,19*m,1,0,0,
6 May 20,19*d,7,0,0,
6 May 20,19*2d,1,1,0,
6 May 20,19*2m,2,2,1,
6 May 20,20*a,3,0,0,
6 May 20,21*g,3,1,0,
6 May 20,23*3a,5,0,0,
6 May 20,25*3g,1,1,0,
7 May 20,1*4a,2,1,1,
7 May 20,2*5a,1,0,0,
7 May 20,3*2ag,8,0,0,
7 May 20,4*3a2g,13,0,0,
7 May 20,4*3a,10,0,0,
7 May 20,4*2a,9,0,0,
7 May 20,3*3g,2,0,0,
7 May 20,6*2a,1,0,0,
7 May 20,5*2a,1,0,0,
7 May 20,5*2ag,3,2,2,
7 May 20,5*3as,1,1,1,
7 May 20,5*4a,9,0,0,
7 May 20,6*5a,2,1,1,
7 May 20,5*4as,5,0,0,
7 May 20,7*3a3s,1,1,1,
7 May 20,8*4a2s,3,1,1,
7 May 20,7*3a2s,2,1->0,0,
7 May 20,7*3as,7,2,2,
7 May 20,7*3a,1,1->0,0,
7 May 20,8*4a,3,0,0,
7 May 20,7*2a,2,0,0,
7 May 20,7*a,6,0,0,
7 May 20,8*2d,2,2->1,1,
7 May 20,8*d,2,0,0,
7 May 20,7*c,1,0,0,
7 May 20,9*2a,3,0,0,
7 May 20,10*s,9,0,0,
7 May 20,10*as,7,1,0,
7 May 20,10*2a,1,0,0,
7 May 20,12*2ag,5,0,0,
7 May 20,12*m,2,2,1,
7 May 20,12*a,2,1,0,
7 May 20,12*2g,3,2,2,
7 May 20,11*a,2,0,0,
7 May 20,11*g,3,0,0,
7 May 20,12*g,1,0,0,
7 May 20,13*g,4,0,0,
7 May 20,15*2d,3,2,2,
7 May 20,17*a,1,0,0,
7 May 20,16*m,1,0,0,
7 May 20,17*m,2,0,0,
7 May 20,18*m,1,0,0,
7 May 20,18*g,8,7,6,
7 May 20,19*m,1,0,0,
7 May 20,19*d,7,0,0,
7 May 20,19*2d,1,1,1,
7 May 20,19*2m,2,2,1,
7 May 20,20*a,3,0,0,
7 May 20,21*g,3,1,1,
7 May 20,23*3a,5,0,0,
7 May 20,25*3g,1,1,0,
8 May 20,1*4a,2,1,1,
8 May 20,2*5a,1,0,0,
8 May 20,3*2ag,8,0,0,
8 May 20,4*3a2g,13,0,0,
8 May 20,4*3a,10,0,0,
8 May 20,4*2a,9,0,0,
8 May 20,3*3g,2,0,0,
8 May 20,6*2a,1,0,0,
8 May 20,5*2a,1,0,0,
8 May 20,5*2ag,3,2,2,
8 May 20,5*3as,1,1,1,
8 May 20,5*4a,9,0,0,
8 May 20,6*5a,2,1,1,
8 May 20,5*4as,5,0,0,
8 May 20,7*3a3s,1,1,1,
8 May 20,8*4a2s,3,1,1,
8 May 20,7*3a2s,2,1->0,0,
8 May 20,7*3as,7,2,2,
8 May 20,7*3a,1,1->0,0,
8 May 20,8*4a,3,0,0,
8 May 20,7*2a,2,0,0,
8 May 20,7*a,6,0,0,
8 May 20,8*2d,2,2->1,1,
8 May 20,8*d,2,0,0,
8 May 20,7*c,1,0,0,
8 May 20,9*2a,3,0,0,
8 May 20,10*s,9,0,0,
8 May 20,10*as,7,1,0,
8 May 20,10*2a,1,0,0,
8 May 20,12*2ag,5,0,0,
8 May 20,12*m,2,2,1,
8 May 20,12*a,2,1,0,
8 May 20,12*2g,3,2,2,
8 May 20,11*a,2,0,0,
8 May 20,11*g,3,0,0,
8 May 20,12*g,1,0,0,
8 May 20,13*g,4,0,0,
8 May 20,15*2d,3,2,2,
8 May 20,17*a,1,0,0,
8 May 20,16*m,1,0,0,
8 May 20,17*m,2,0,0,
8 May 20,18*m,1,0,0,
8 May 20,18*g,8,7,6,
8 May 20,19*m,1,0,0,
8 May 20,19*d,7,0,0,
8 May 20,19*2d,1,1,1,
8 May 20,19*2m,2,2,1,
8 May 20,20*a,3,0,0,
8 May 20,21*g,3,1,1,
8 May 20,23*3a,5,0,0,
8 May 20,25*3g,1,1,0,
9 May 20,1*4a,2,1,1,
9 May 20,2*5a,1,0,0,
9 May 20,3*2ag,8,0,0,
9 May 20,4*3a2g,13,0,0,
9 May 20,4*3a,10,0,0,
9 May 20,4*2a,9,0,0,
9 May 20,3*3g,2,0,0,
9 May 20,6*2a,1,0,0,
9 May 20,5*2a,1,0,0,
9 May 20,5*2ag,3,2->1,1,
9 May 20,5*3as,1,1,0,
9 May 20,5*4a,9,0,0,
9 May 20,6*5a,2,1,1,
9 May 20,5*4as,5,0,0,
9 May 20,7*3a3s,1,1,1,
9 May 20,8*4a2s,3,1,0,
9 May 20,7*3a2s,2,0,0,
9 May 20,7*3as,7,1,1,
9 May 20,7*3a,1,0,0,
9 May 20,8*4a,3,0,0,
9 May 20,7*2a,2,0,0,
9 May 20,7*a,6,0,0,
9 May 20,8*2d,2,1,1,
9 May 20,8*d,2,0,0,
9 May 20,7*c,1,0,0,
9 May 20,9*2a,3,0,0,
9 May 20,10*s,9,0,0,
9 May 20,10*as,7,1,1,
9 May 20,10*2a,1,0,0,
9 May 20,12*2ag,5,0,0,
9 May 20,12*m,2,2,1,
9 May 20,12*a,2,1,1,
9 May 20,12*2g,3,3,3,
9 May 20,11*a,2,0,0,
9 May 20,11*g,3,0,0,
9 May 20,12*g,1,0,0,
9 May 20,13*g,4,0,0,
9 May 20,15*2d,3,0,0,
9 May 20,17*a,1,0,0,
9 May 20,16*m,1,0,0,
9 May 20,17*m,2,0,0,
9 May 20,18*m,1,0,0,
9 May 20,18*g,8,7,8,
9 May 20,19*m,1,0,0,
9 May 20,19*d,7,0,0,
9 May 20,19*2d,1,1,1,
9 May 20,19*2m,2,1->0,0,
9 May 20,20*a,3,0,0,
9 May 20,21*g,3,0,0,
9 May 20,23*3a,5,0,0,
9 May 20,25*3g,1,1,1,
10 May 20,1*4a,2,1,0,
10 May 20,2*5a,1,0,0,
10 May 20,3*2ag,8,0,0,
10 May 20,4*3a2g,13,0,0,
10 May 20,4*3a,10,0,0,
10 May 20,4*2a,9,0,0,
10 May 20,3*3g,2,0,0,
10 May 20,6*2a,1,0,0,
10 May 20,5*2a,1,0,0,
10 May 20,5*2ag,3,1->0,0,
10 May 20,5*3as,1,1,1,
10 May 20,5*4a,9,0,0,
10 May 20,6*5a,2,1->0,0,
10 May 20,5*4as,5,0,0,
10 May 20,7*3a3s,1,1,1,
10 May 20,8*4a2s,3,1,1,
10 May 20,7*3a2s,2,0,0,
10 May 20,7*3as,7,1,0,
10 May 20,7*3a,1,0,0,
10 May 20,8*4a,3,0,0,
10 May 20,7*2a,2,0,0,
10 May 20,7*a,6,0,0,
10 May 20,8*2d,2,1,0,
10 May 20,8*d,2,0,0,
10 May 20,7*c,1,0,0,
10 May 20,9*2a,3,0,0,
10 May 20,10*s,9,0,0,
10 May 20,10*as,7,1,0,
10 May 20,10*2a,1,0,0,
10 May 20,12*2ag,5,0,0,
10 May 20,12*m,2,2,0,
10 May 20,12*a,2,1,0,
10 May 20,12*2g,3,3,1,
10 May 20,11*a,2,0,0,
10 May 20,11*g,3,0,0,
10 May 20,12*g,1,0,0,
10 May 20,13*g,4,0,0,
10 May 20,15*2d,3,0,0,
10 May 20,17*a,1,0,0,
10 May 20,16*m,1,0,0,
10 May 20,17*m,2,0,0,
10 May 20,18*m,1,0,0,
10 May 20,18*g,8,7,4,
10 May 20,19*m,1,0,0,
10 May 20,19*d,7,0,0,
10 May 20,19*2d,1,1,0,
10 May 20,19*2m,2,0,0,
10 May 20,20*a,3,0,0,
10 May 20,21*g,3,0,0,
10 May 20,23*3a,5,0,0,
10 May 20,25*3g,1,1,0,
11 May 20,1*4a,2,1,0,
11 May 20,2*5a,1,0,0,
11 May 20,3*2ag,8,0,0,
11 May 20,4*3a2g,13,0,0,
11 May 20,4*3a,10,0,0,
11 May 20,4*2a,9,0,0,
11 May 20,3*3g,2,0,0,
11 May 20,6*2a,1,0,0,
11 May 20,5*2a,1,0,0,
11 May 20,5*2ag,3,0,0,
11 May 20,5*3as,1,1,1,
11 May 20,5*4a,9,0,0,
11 May 20,6*5a,2,0,0,
11 May 20,5*4as,5,0,0,
11 May 20,7*3a3s,1,1,1,
11 May 20,8*4a2s,3,1->0,0,
11 May 20,7*3a2s,2,0,0,
11 May 20,7*3as,7,1,1,
11 May 20,7*3a,1,0,0,
11 May 20,8*4a,3,0,0,
11 May 20,7*2a,2,0,0,
11 May 20,7*a,6,0,0,
11 May 20,8*2d,2,1,1,
11 May 20,8*d,2,0,0,
11 May 20,7*c,1,0,0,
11 May 20,9*2a,3,0,0,
11 May 20,10*s,9,0,0,
11 May 20,10*as,7,1,0,
11 May 20,10*2a,1,0,0,
11 May 20,12*2ag,5,0,0,
11 May 20,12*m,2,2->1,0,
11 May 20,12*a,2,1,0,
11 May 20,12*2g,3,3,0,
11 May 20,11*a,2,0,0,
11 May 20,11*g,3,0,0,
11 May 20,12*g,1,0,0,
11 May 20,13*g,4,0,0,
11 May 20,15*2d,3,0,0,
11 May 20,17*a,1,0,0,
11 May 20,16*m,1,0,0,
11 May 20,17*m,2,0,0,
11 May 20,18*m,1,0,0,
11 May 20,18*g,8,7,4,
11 May 20,19*m,1,0,0,
11 May 20,19*d,7,0,0,
11 May 20,19*2d,1,1->0,0,
11 May 20,19*2m,2,0,0,
11 May 20,20*a,3,0,0,
11 May 20,21*g,3,0,0,
11 May 20,23*3a,5,0,0,
11 May 20,25*3g,1,1,1,
12 May 20,1*4a,2,1,1,
12 May 20,2*5a,1,0,0,
12 May 20,3*2ag,8,0,0,
12 May 20,4*3a2g,13,0,0,
12 May 20,4*3a,10,0,0,
12 May 20,4*2a,9,0,0,
12 May 20,3*3g,2,0,0,
12 May 20,6*2a,1,0,0,
12 May 20,5*2a,1,0,0,
12 May 20,5*2ag,3,0,0,
12 May 20,5*3as,1,1,1,
12 May 20,5*4a,9,0,0,
12 May 20,6*5a,2,0,0,
12 May 20,5*4as,5,0,0,
12 May 20,7*3a3s,1,1,0,
12 May 20,8*4a2s,3,0,0,
12 May 20,7*3a2s,2,0,0,
12 May 20,7*3as,7,1,1,
12 May 20,7*3a,1,0,0,
12 May 20,8*4a,3,0,0,
12 May 20,7*2a,2,0,0,
12 May 20,7*a,6,0,0,
12 May 20,8*2d,2,1,1,
12 May 20,8*d,2,0,0,
12 May 20,7*c,1,0,0,
12 May 20,9*2a,3,0,0,
12 May 20,10*s,9,0,0,
12 May 20,10*as,7,1->0,0,
12 May 20,10*2a,1,0,0,
12 May 20,12*2ag,5,0,0,
12 May 20,12*m,2,1,0,
12 May 20,12*a,2,1,0,
12 May 20,12*2g,3,3,2,
12 May 20,11*a,2,0,0,
12 May 20,11*g,3,0,0,
12 May 20,12*g,1,0,0,
12 May 20,13*g,4,0,0,
12 May 20,15*2d,3,0,0,
12 May 20,17*a,1,0,0,
12 May 20,16*m,1,0,0,
12 May 20,17*m,2,0,0,
12 May 20,18*m,1,0,0,
12 May 20,18*g,8,7,6,
12 May 20,19*m,1,0,0,
12 May 20,19*d,7,0,0,
12 May 20,19*2d,1,0,0,
12 May 20,19*2m,2,0,0,
12 May 20,20*a,3,0,0,
12 May 20,21*g,3,0,0,
12 May 20,23*3a,5,0,0,
12 May 20,25*3g,1,1,0,
13 May 20,1*4a,2,1->0,0,
13 May 20,2*5a,1,0,0,
13 May 20,3*2ag,8,0,0,
13 May 20,4*3a2g,13,0,0,
13 May 20,4*3a,10,0,0,
13 May 20,4*2a,9,0,0,
13 May 20,3*3g,2,0,0,
13 May 20,6*2a,1,0,0,
13 May 20,5*2a,1,0,0,
13 May 20,5*2ag,3,0,0,
13 May 20,5*3as,1,1,0,
13 May 20,5*4a,9,0,0,
13 May 20,6*5a,2,0,0,
13 May 20,5*4as,5,0,0,
13 May 20,7*3a3s,1,1,1,
13 May 20,8*4a2s,3,0,0,
13 May 20,7*3a2s,2,0,0,
13 May 20,7*3as,7,1,0,
13 May 20,7*3a,1,0,0,
13 May 20,8*4a,3,0,0,
13 May 20,7*2a,2,0,0,
13 May 20,7*a,6,0,0,
13 May 20,8*2d,2,1,0,
13 May 20,8*d,2,0,0,
13 May 20,7*c,1,0,0,
13 May 20,9*2a,3,0,0,
13 May 20,10*s,9,0,0,
13 May 20,10*as,7,0,0,
13 May 20,10*2a,1,0,0,
13 May 20,12*2ag,5,0,0,
13 May 20,12*m,2,1,0,
13 May 20,12*a,2,1,0,
13 May 20,12*2g,3,3->2,1,
13 May 20,11*a,2,0,0,
13 May 20,11*g,3,0,0,
13 May 20,12*g,1,0,0,
13 May 20,13*g,4,0,0,
13 May 20,15*2d,3,0,0,
13 May 20,17*a,1,0,0,
13 May 20,16*m,1,0,0,
13 May 20,17*m,2,0,0,
13 May 20,18*m,1,0,0,
13 May 20,18*g,8,7,2,
13 May 20,19*m,1,0,0,
13 May 20,19*d,7,0,0,
13 May 20,19*2d,1,0,0,
13 May 20,19*2m,2,0,0,
13 May 20,20*a,3,0,0,
13 May 20,21*g,3,0,0,
13 May 20,23*3a,5,0,0,
