Date,Location,Total points,Points flowering,New flowers,Total Flowers
13 May 20,25*3g,1,1,0,
14 May 20,1*4a,2,0,0,
14 May 20,2*5a,1,0,0,
14 May 20,3*2ag,8,0,0,
14 May 20,4*3a2g,13,0,0,
14 May 20,4*3a,10,0,0,
14 May 20,4*2a,9,0,0,
14 May 20,3*3g,2,0,0,
14 May 20,6*2a,1,0,0,
14 May 20,5*2a,1,0,0,
14 May 20,5*2ag,3,0,0,
14 May 20,5*3as,1,1,1,
14 May 20,5*4a,9,0,0,
14 May 20,6*5a,2,0,0,
14 May 20,5*4as,5,0,0,
14 May 20,7*3a3s,1,1,1,
14 May 20,8*4a2s,3,0,0,
14 May 20,7*3a2s,2,0,0,
14 May 20,7*3as,7,1,1,
14 May 20,7*3a,1,0,0,
14 May 20,8*4a,3,0,0,
14 May 20,7*2a,2,0,0,
14 May 20,7*a,6,0,0,
14 May 20,8*2d,2,1,2,
14 May 20,8*d,2,0,0,
14 May 20,7*c,1,0,0,
14 May 20,9*2a,3,0,0,
14 May 20,10*s,9,0,0,
14 May 20,10*as,7,0,0,
14 May 20,10*2a,1,0,0,
14 May 20,12*2ag,5,0,0,
14 May 20,12*m,2,1,0,
14 May 20,12*a,2,1,0,
14 May 20,12*2g,3,2->1,1,
14 May 20,11*a,2,0,0,
14 May 20,11*g,3,0,0,
14 May 20,12*g,1,0,0,
14 May 20,13*g,4,0,0,
14 May 20,15*2d,3,0,0,
14 May 20,17*a,1,0,0,
14 May 20,16*m,1,0,0,
14 May 20,17*m,2,0,0,
14 May 20,18*m,1,0,0,
14 May 20,18*g,8,7,6,
14 May 20,19*m,1,0,0,
14 May 20,19*d,7,0,0,
14 May 20,19*2d,1,0,0,
14 May 20,19*2m,2,0,0,
14 May 20,20*a,3,0,0,
14 May 20,21*g,3,0,0,
14 May 20,23*3a,5,0,0,
14 May 20,25*3g,1,1,1,
15 May 20,1*4a,2,0,0,
15 May 20,2*5a,1,0,0,
15 May 20,3*2ag,8,0,0,
15 May 20,4*3a2g,13,0,0,
15 May 20,4*3a,10,0,0,
15 May 20,4*2a,9,0,0,
15 May 20,3*3g,2,0,0,
15 May 20,6*2a,1,0,0,
15 May 20,5*2a,1,0,0,
15 May 20,5*2ag,3,0,0,
15 May 20,5*3as,1,1,0,
15 May 20,5*4a,9,0,0,
15 May 20,6*5a,2,0,0,
15 May 20,5*4as,5,0,0,
15 May 20,7*3a3s,1,1,0,
15 May 20,8*4a2s,3,0,0,
15 May 20,7*3a2s,2,0,0,
15 May 20,7*3as,5,1->0,0,
15 May 20,7*3a,2,0,0,
15 May 20,8*4a,3,0,0,
15 May 20,7*2a,2,0,0,
15 May 20,7*a,6,0,0,
15 May 20,8*2d,2,1,0,
15 May 20,8*d,2,0,0,
15 May 20,7*c,1,0,0,
15 May 20,9*2a,3,0,0,
15 May 20,10*s,9,0,0,
15 May 20,10*as,7,0,0,
15 May 20,10*2a,1,0,0,
15 May 20,12*2ag,5,0,0,
15 May 20,12*m,2,1,0,
15 May 20,12*a,2,1,0,
15 May 20,12*2g,3,1->0,0,
15 May 20,11*a,2,0,0,
15 May 20,11*g,3,0,0,
15 May 20,12*g,1,0,0,
15 May 20,13*g,4,0,0,
15 May 20,15*2d,3,0,0,
15 May 20,17*a,1,0,0,
15 May 20,16*m,1,0,0,
15 May 20,17*m,2,0,0,
15 May 20,18*m,1,0,0,
15 May 20,18*g,8,7,4,
15 May 20,19*m,1,0,0,
15 May 20,19*d,7,0,0,
15 May 20,19*2d,1,0,0,
15 May 20,19*2m,2,0,0,
15 May 20,20*a,3,0,0,
15 May 20,21*g,3,0,0,
15 May 20,23*3a,5,0,0,
15 May 20,25*3g,1,1,1,
16 May 20,1*4a,2,0,0,
16 May 20,2*5a,1,0,0,
16 May 20,3*2ag,8,0,0,
16 May 20,4*3a2g,13,0,0,
16 May 20,4*3a,10,0,0,
16 May 20,4*2a,9,0,0,
16 May 20,3*3g,2,0,0,
16 May 20,6*2a,1,0,0,
16 May 20,5*2a,1,0,0,
16 May 20,5*2ag,3,0,0,
16 May 20,5*3as,1,1,1,
16 May 20,5*4a,9,0,0,
16 May 20,6*5a,2,0,0,
16 May 20,5*4as,5,0,0,
16 May 20,7*3a3s,1,1,1,
16 May 20,8*4a2s,3,0,0,
16 May 20,7*3a2s,2,0,0,
16 May 20,7*3as,5,0,0,
16 May 20,7*3a,2,0,0,
16 May 20,8*4a,3,0,0,
16 May 20,7*2a,2,0,0,
16 May 20,7*a,6,0,0,
16 May 20,8*2d,2,1,0,
16 May 20,8*d,2,0,0,
16 May 20,7*c,1,0,0,
16 May 20,9*2a,3,0,0,
16 May 20,10*s,9,0,0,
16 May 20,10*as,7,0,0,
16 May 20,10*2a,1,0,0,
16 May 20,12*2ag,5,0,0,
16 May 20,12*m,2,1,0,
16 May 20,12*a,2,1,0,
16 May 20,12*2g,3,0,0,
16 May 20,11*a,2,0,0,
16 May 20,11*g,3,0,0,
16 May 20,12*g,1,0,0,
16 May 20,13*g,4,0,0,
16 May 20,15*2d,3,0,0,
16 May 20,17*a,1,0,0,
16 May 20,16*m,1,0,0,
16 May 20,17*m,2,0,0,
16 May 20,18*m,1,0,0,
16 May 20,18*g,8,7->5,3,
16 May 20,19*m,1,0,0,
16 May 20,19*d,7,0,0,
16 May 20,19*2d,1,0,0,
16 May 20,19*2m,2,0,0,
16 May 20,20*a,3,0,0,
16 May 20,21*g,3,0,0,
16 May 20,23*3a,5,0,0,
16 May 20,25*3g,1,1->0,0,
17 May 20,1*4a,2,0,0,
17 May 20,2*5a,1,0,0,
17 May 20,3*2ag,8,0,0,
17 May 20,4*3a2g,13,0,0,
17 May 20,4*3a,10,0,0,
17 May 20,4*2a,9,0,0,
17 May 20,3*3g,2,0,0,
17 May 20,6*2a,1,0,0,
17 May 20,5*2a,1,0,0,
17 May 20,5*2ag,3,0,0,
17 May 20,5*3as,1,1,0,
17 May 20,5*4a,9,0,0,
17 May 20,6*5a,2,0,0,
17 May 20,5*4as,5,0,0,
17 May 20,7*3a3s,1,1,0,
17 May 20,8*4a2s,3,0,0,
17 May 20,7*3a2s,2,0,0,
17 May 20,7*3as,5,0,0,
17 May 20,7*3a,2,0,0,
17 May 20,8*4a,3,0,0,
17 May 20,7*2a,2,0,0,
17 May 20,7*a,6,0,0,
17 May 20,8*2d,2,1,1,
17 May 20,8*d,2,0,0,
17 May 20,7*c,1,0,0,
17 May 20,9*2a,3,0,0,
17 May 20,10*s,9,0,0,
17 May 20,10*as,7,0,0,
17 May 20,10*2a,1,0,0,
17 May 20,12*2ag,5,0,0,
17 May 20,12*m,2,1,0,
17 May 20,12*a,2,1,1,
17 May 20,12*2g,3,0,0,
17 May 20,11*a,2,0,0,
17 May 20,11*g,3,0,0,
17 May 20,12*g,1,0,0,
17 May 20,13*g,4,0,0,
17 May 20,15*2d,3,0,0,
17 May 20,17*a,1,0,0,
17 May 20,16*m,1,0,0,
17 May 20,17*m,2,0,0,
17 May 20,18*m,1,0,0,
17 May 20,18*g,8,5,1,
17 May 20,19*m,1,0,0,
17 May 20,19*d,7,0,0,
17 May 20,19*2d,1,0,0,
17 May 20,19*2m,2,0,0,
17 May 20,20*a,3,0,0,
17 May 20,21*g,3,0,0,
17 May 20,23*3a,5,0,0,
17 May 20,25*3g,1,0,0,
18 May 20,1*4a,2,0,0,
18 May 20,2*5a,1,0,0,
18 May 20,3*2ag,8,0,0,
18 May 20,4*3a2g,13,0,0,
18 May 20,4*3a,10,0,0,
18 May 20,4*2a,9,0,0,
18 May 20,3*3g,2,0,0,
18 May 20,6*2a,1,0,0,
18 May 20,5*2a,1,0,0,
18 May 20,5*2ag,3,0,0,
18 May 20,5*3as,1,1,0,
18 May 20,5*4a,9,0,0,
18 May 20,6*5a,2,0,0,
18 May 20,5*4as,5,0,0,
18 May 20,7*3a3s,1,1,1,
18 May 20,8*4a2s,3,0,0,
18 May 20,7*3a2s,2,0,0,
18 May 20,7*3as,5,0,0,
18 May 20,7*3a,2,0,0,
18 May 20,8*4a,3,0,0,
18 May 20,7*2a,2,0,0,
18 May 20,7*a,6,0,0,
18 May 20,8*2d,2,1,0,
18 May 20,8*d,2,0,0,
18 May 20,7*c,1,0,0,
18 May 20,9*2a,3,0,0,
18 May 20,10*s,9,0,0,
18 May 20,10*as,7,0,0,
18 May 20,10*2a,1,0,0,
18 May 20,12*2ag,5,0,0,
18 May 20,12*m,2,1,0,
18 May 20,12*a,2,1,0,
18 May 20,12*2g,3,0,0,
18 May 20,11*a,2,0,0,
18 May 20,11*g,3,0,0,
18 May 20,12*g,1,0,0,
18 May 20,13*g,4,0,0,
18 May 20,15*2d,3,0,0,
18 May 20,17*a,1,0,0,
18 May 20,16*m,1,0,0,
18 May 20,17*m,2,0,0,
18 May 20,18*m,1,0,0,
18 May 20,18*g,8,5,4,
18 May 20,19*m,1,0,0,
18 May 20,19*d,7,0,0,
18 May 20,19*2d,1,0,0,
18 May 20,19*2m,2,0,0,
18 May 20,20*a,3,0,0,
18 May 20,21*g,3,0,0,
18 May 20,23*3a,5,0,0,
18 May 20,25*3g,1,0,0,
19 May 20,1*4a,2,0,0,
19 May 20,2*5a,1,0,0,
19 May 20,3*2ag,8,0,0,
19 May 20,4*3a2g,13,0,0,
19 May 20,4*3a,10,0,0,
19 May 20,4*2a,9,0,0,
19 May 20,3*3g,2,0,0,
19 May 20,6*2a,1,0,0,
19 May 20,5*2a,1,0,0,
19 May 20,5*2ag,3,0,0,
19 May 20,5*3as,1,1,1,
19 May 20,5*4a,9,0,0,
19 May 20,6*5a,2,0,0,
19 May 20,5*4as,5,0,0,
19 May 20,7*3a3s,1,1,0,
19 May 20,8*4a2s,3,0,0,
19 May 20,7*3a2s,2,0,0,
19 May 20,7*3as,5,0,0,
19 May 20,7*3a,2,0,0,
19 May 20,8*4a,3,0,0,
19 May 20,7*2a,2,0,0,
19 May 20,7*a,6,0,0,
19 May 20,8*2d,2,1,1,
19 May 20,8*d,2,0,0,
19 May 20,7*c,1,0,0,
19 May 20,9*2a,3,0,0,
19 May 20,10*s,9,0,0,
19 May 20,10*as,7,0,0,
19 May 20,10*2a,1,0,0,
19 May 20,12*2ag,5,0,0,
19 May 20,12*m,2,1,0,
19 May 20,12*a,2,1,0,
19 May 20,12*2g,3,0,0,
19 May 20,11*a,2,0,0,
19 May 20,11*g,3,0,0,
19 May 20,12*g,1,0,0,
19 May 20,13*g,4,0,0,
19 May 20,15*2d,3,0,0,
19 May 20,17*a,1,0,0,
19 May 20,16*m,1,0,0,
19 May 20,17*m,2,0,0,
19 May 20,18*m,1,0,0,
19 May 20,18*g,8,5->4,1,
19 May 20,19*m,1,0,0,
19 May 20,19*d,7,0,0,
19 May 20,19*2d,1,0,0,
19 May 20,19*2m,2,0,0,
19 May 20,20*a,3,0,0,
19 May 20,21*g,3,0,0,
19 May 20,23*3a,5,0,0,
19 May 20,25*3g,1,0,0,
20 May 20,1*4a,2,0,0,
20 May 20,2*5a,1,0,0,
20 May 20,3*2ag,8,0,0,
20 May 20,4*3a2g,13,0,0,
20 May 20,4*3a,10,0,0,
20 May 20,4*2a,9,0,0,
20 May 20,3*3g,2,0,0,
20 May 20,6*2a,1,0,0,
20 May 20,5*2a,1,0,0,
20 May 20,5*2ag,3,0,0,
20 May 20,5*3as,1,1->0,0,
20 May 20,5*4a,9,0,0,
20 May 20,6*5a,2,0,0,
20 May 20,5*4as,5,0,0,
20 May 20,7*3a3s,1,1->0,0,
20 May 20,8*4a2s,3,0,0,
20 May 20,7*3a2s,2,0,0,
20 May 20,7*3as,5,0,0,
20 May 20,7*3a,2,0,0,
20 May 20,8*4a,3,0,0,
20 May 20,7*2a,2,0,0,
20 May 20,7*a,6,0,0,
20 May 20,8*2d,2,1->0,0,
20 May 20,8*d,2,0,0,
20 May 20,7*c,1,0,0,
20 May 20,9*2a,3,0,0,
20 May 20,10*s,9,0,0,
20 May 20,10*as,7,0,0,
20 May 20,10*2a,1,0,0,
20 May 20,12*2ag,5,0,0,
20 May 20,12*m,2,1,1,
20 May 20,12*a,2,1,0,
20 May 20,12*2g,3,0,0,
20 May 20,11*a,2,0,0,
20 May 20,11*g,3,0,0,
20 May 20,12*g,1,0,0,
20 May 20,13*g,4,0,0,
20 May 20,15*2d,3,0,0,
20 May 20,17*a,1,0,0,
20 May 20,16*m,1,0,0,
20 May 20,17*m,2,0,0,
20 May 20,18*m,1,0,0,
20 May 20,18*g,8,4->3,3,
20 May 20,19*m,1,0,0,
20 May 20,19*d,7,0,0,
20 May 20,19*2d,1,0,0,
20 May 20,19*2m,2,0,0,
20 May 20,20*a,3,0,0,
20 May 20,21*g,3,0,0,
20 May 20,23*3a,5,0,0,
20 May 20,25*3g,1,0,0,
21 May 20,1*4a,2,0,0,
21 May 20,2*5a,1,0,0,
21 May 20,3*2ag,8,0,0,
21 May 20,4*3a2g,13,0,0,
21 May 20,4*3a,10,0,0,
21 May 20,4*2a,9,0,0,
21 May 20,3*3g,2,0,0,
21 May 20,6*2a,1,0,0,
21 May 20,5*2a,1,0,0,
21 May 20,5*2ag,3,0,0,
21 May 20,5*3as,1,0,0,
21 May 20,5*4a,9,0,0,
21 May 20,6*5a,2,0,0,
21 May 20,5*4as,5,0,0,
21 May 20,7*3a3s,1,0,0,
21 May 20,8*4a2s,3,0,0,
21 May 20,7*3a2s,2,0,0,
21 May 20,7*3as,5,0,0,
21 May 20,7*3a,2,0,0,
21 May 20,8*4a,3,0,0,
21 May 20,7*2a,2,0,0,
21 May 20,7*a,6,0,0,
21 May 20,8*2d,2,0,0,
21 May 20,8*d,2,0,0,
21 May 20,7*c,1,0,0,
21 May 20,9*2a,3,0,0,
21 May 20,10*s -> 10*m,9,0,0,
21 May 20,10*as,7,0,0,
21 May 20,10*2a,1,0,0,
21 May 20,10*2m,1,0,,
21 May 20,12*2ag,5,0,0,
21 May 20,12*m,2,1->0,0,
21 May 20,12*a,2,1,0,
21 May 20,12*2g,3,0,0,
21 May 20,11*a,2,0,0,
21 May 20,11*g,3,0,0,
21 May 20,12*g,1,0,0,
21 May 20,13*g,4,0,0,
21 May 20,15*2d,3,0,0,
21 May 20,17*a,1,0,0,
21 May 20,16*m,1,0,0,
21 May 20,17*m,2,0,0,
21 May 20,18*m,1,0,0,
21 May 20,18*g,8,3,0,
21 May 20,19*m,1,0,0,
21 May 20,19*d,7,0,0,
21 May 20,19*2d,1,0,0,
21 May 20,19*2m,2,0,0,
21 May 20,20*a,3,0,0,
21 May 20,21*g,3,0,0,
21 May 20,23*3a,5,0,0,
21 May 20,25*3g,1,0,0,
22 May 20,1*4a,2,0,0,
22 May 20,2*5a,1,0,0,
22 May 20,3*2ag,8,0,0,
22 May 20,4*3a2g,13,0,0,
22 May 20,4*3a,10,0,0,
22 May 20,4*2a,9,0,0,
22 May 20,3*3g,2,0,0,
22 May 20,6*2a,1,0,0,
22 May 20,5*2a,1,0,0,
22 May 20,5*2ag,3,0,0,
22 May 20,5*3as,1,0,0,
22 May 20,5*4a,9,0,0,
22 May 20,6*5a,2,0,0,
22 May 20,5*4as,5,0,0,
22 May 20,7*3a3s,1,0,0,
22 May 20,8*4a2s,3,0,0,
22 May 20,7*3a2s,2,0,0,
22 May 20,7*3as,5,0,0,
22 May 20,7*3a,2,0,0,
22 May 20,8*4a,3,0,0,
22 May 20,7*2a,2,0,0,
22 May 20,7*a,6,0,0,
22 May 20,8*2d,2,0,0,
22 May 20,8*d,2,0,0,
22 May 20,7*c,1,0,0,
22 May 20,9*2a,3,0,0,
22 May 20,10*s -> 10*m,9,0,0,
22 May 20,10*as,7,0,0,
22 May 20,10*2a,1,0,0,
22 May 20,10*2m,1,0,,
22 May 20,12*2ag,5,0,0,
22 May 20,12*m,2,0,0,
22 May 20,12*a,2,1,0,
22 May 20,12*2g,3,0,0,
22 May 20,11*a,2,0,0,
22 May 20,11*g,3,0,0,
22 May 20,12*g,1,0,0,
22 May 20,13*g,4,0,0,
22 May 20,15*2d,3,0,0,
22 May 20,17*a,1,0,0,
22 May 20,16*m,1,0,0,
22 May 20,17*m,2,0,0,
22 May 20,18*m,1,0,0,
22 May 20,18*g,8,3,2,
22 May 20,19*m,1,0,0,
22 May 20,19*d,7,0,0,
22 May 20,19*2d,1,0,0,
22 May 20,19*2m,2,0,0,
22 May 20,20*a,3,0,0,
22 May 20,21*g,3,0,0,
22 May 20,23*3a,5,0,0,
22 May 20,25*3g,1,0,0,
23 May 20,1*4a,2,0,0,
23 May 20,2*5a,1,0,0,
23 May 20,3*2ag,8,0,0,
23 May 20,4*3a2g,13,0,0,
23 May 20,4*3a,10,0,0,
23 May 20,4*2a,9,0,0,
23 May 20,3*3g,2,0,0,
23 May 20,6*2a,1,0,0,
23 May 20,5*2a,1,0,0,
23 May 20,5*2ag,3,0,0,
23 May 20,5*3as,1,0,0,
23 May 20,5*4a,9,0,0,
23 May 20,6*5a,2,0,0,
23 May 20,5*4as,5,0,0,
23 May 20,7*3a3s,1,0,0,
23 May 20,8*4a2s,3,0,0,
23 May 20,7*3a2s,2,0,0,
23 May 20,7*3as,5,0,0,
23 May 20,7*3a,2,0,0,
23 May 20,8*4a,3,0,0,
23 May 20,7*2a,2,0,0,
23 May 20,7*a,6,0,0,
23 May 20,8*2d,2,0,0,
23 May 20,8*d,2,0,0,
23 May 20,7*c,1,0,0,
23 May 20,9*2a,3,0,0,
23 May 20,10*s -> 10*m,9,0,0,
23 May 20,10*as->10*2m,7,0,0,
23 May 20,10*2a,1,0,0,
23 May 20,10*2m->10*3m,1,1,1,
23 May 20,12*2ag,5,0,0,
23 May 20,12*m,2,0,0,
23 May 20,12*a,2,1,1,
23 May 20,12*2g,3,0,0,
23 May 20,11*a,2,0,0,
23 May 20,11*g,3,0,0,
23 May 20,12*g,1,0,0,
23 May 20,13*g,4,0,0,
23 May 20,15*2d,3,0,0,
23 May 20,17*a,1,0,0,
23 May 20,16*m,1,0,0,
23 May 20,17*m,2,0,0,
23 May 20,18*m,1,0,0,
23 May 20,18*g,8,3->2,2,
23 May 20,19*m,1,0,0,
23 May 20,19*d,7,0,0,
23 May 20,19*2d,1,0,0,
23 May 20,19*2m,2,0,0,
23 May 20,20*a,3,0,0,
23 May 20,21*g,3,0,0,
23 May 20,23*3a,5,0,0,
23 May 20,25*3g,1,0,0,
24 May 20,1*4a,2,0,0,
24 May 20,2*5a,1,0,0,
24 May 20,3*2ag,8,0,0,
24 May 20,4*3a2g,13,0,0,
24 May 20,4*3a,10,0,0,
24 May 20,4*2a,9,0,0,
24 May 20,3*3g,2,0,0,
24 May 20,6*2a,1,0,0,
24 May 20,5*2a,1,0,0,
24 May 20,5*2ag,3,0,0,
24 May 20,5*3as,1,0,0,
24 May 20,5*4a,9,0,0,
24 May 20,6*5a,2,0,0,
24 May 20,5*4as,5,0,0,
24 May 20,7*3a3s,1,0,0,
24 May 20,8*4a2s,3,0,0,
24 May 20,7*3a2s,2,0,0,
24 May 20,7*3as,5,0,0,
24 May 20,7*3a,2,0,0,
24 May 20,8*4a,3,0,0,
24 May 20,7*2a,2,0,0,
24 May 20,7*a,6,0,0,
24 May 20,8*2d,2,0,0,
24 May 20,8*d,2,0,0,
24 May 20,7*c,1,0,0,
24 May 20,9*2a,3,0,0,
24 May 20,10*s -> 10*m,9,0,0,
24 May 20,10*as->10*2m,7,0,0,
24 May 20,10*2a,1,0,0,
24 May 20,10*2m->10*3m,1,1,0,
24 May 20,12*2ag,5,0,0,
24 May 20,12*m,2,0,0,
24 May 20,12*a,2,1,0,
24 May 20,12*2g,3,0,0,
24 May 20,11*a,2,0,0,
24 May 20,11*g,3,0,0,
24 May 20,12*g,1,0,0,
24 May 20,13*g,4,0,0,
24 May 20,15*2d,3,0,0,
24 May 20,17*a,1,0,0,
24 May 20,16*m,1,0,0,
24 May 20,17*m,2,0,0,
24 May 20,18*m,1,0,0,
24 May 20,18*g,8,2->1,0,
24 May 20,19*m,1,0,0,
24 May 20,19*d,7,0,0,
24 May 20,19*2d,1,0,0,
24 May 20,19*2m,2,0,0,
24 May 20,20*a,3,0,0,
24 May 20,21*g,3,0,0,
24 May 20,23*3a,5,0,0,
24 May 20,25*3g,1,0,0,
25 May 20,1*4a,2,0,0,613
25 May 20,2*5a,1,0,0,7
25 May 20,3*2ag,8,0,0,"12,13,14,13,11,8,11,6"
25 May 20,4*3a2g,13,0,0,"3,3,10,12,3,8,7,9,12,9,11,9,8"
25 May 20,4*3a,10,0,0,"9,10,10,9,10,10,12,15,15,9"
25 May 20,4*2a,9,0,0,"7,9,7,10,8,12,8,7,8"
25 May 20,3*3g,2,0,0,"5,9"
25 May 20,6*2a,1,0,0,12
25 May 20,5*2a,1,0,0,15
25 May 20,5*2ag,3,0,0,"1,11,421"
25 May 20,5*3as,1,0,0,15
25 May 20,5*4a,9,0,0,"11,13,12,12,12,15,8,23,19"
25 May 20,6*5a,2,0,0,"11,9"
25 May 20,5*4as,5,0,0,"12,9,19,9,14"
25 May 20,7*3a3s,1,0,0,13
25 May 20,8*4a2s,3,0,0,"1,21,314"
25 May 20,7*3a2s,2,0,0,"11,6"
25 May 20,7*3as,5,0,0,"19,15,9,12,12"
25 May 20,7*3a,2,0,0,120
25 May 20,8*4a,3,0,0,"9,3,12"
25 May 20,7*2a,2,0,0,"8,8"
25 May 20,7*a,6,0,0,"11,9,11,11,14,11"
25 May 20,8*2d,2,0,0,310
25 May 20,8*d,2,0,0,"7,9"
25 May 20,7*c,1,0,0,1
25 May 20,9*2a,3,0,0,"41,313"
25 May 20,10*s -> 10*m,9,0,0,"9,4,10,8,11,10,12,9,1"
25 May 20,10*as->10*2m,7,0,0,"10,11,9,5,10,4"
25 May 20,10*2a,1,0,0,12
25 May 20,10*2m->10*3m,1,1,0,
25 May 20,12*2ag,5,0,0,"6,15,11,3,2"
25 May 20,12*m,2,0,0,"7,5"
25 May 20,12*a,2,1,1,
25 May 20,12*2g,3,0,0,"2,8,11"
25 May 20,11*a,2,0,0,"1,7"
25 May 20,11*g,3,0,0,"13,12,7"
25 May 20,12*g,1,0,0,10
25 May 20,13*g,4,0,0,"10,9,8,8"
25 May 20,15*2d,3,0,0,"8,8,5"
25 May 20,17*a,1,0,0,14
25 May 20,16*m,1,0,0,0
25 May 20,17*m,2,0,0,"2,1"
25 May 20,18*m,1,0,0,8
25 May 20,18*g,8,1,1,"3,13,10,3,1,7,5,8"
25 May 20,19*m,1,0,0,6
25 May 20,19*d,7,0,0,"9,8,7,9,8,9,6"
25 May 20,19*2d,1,0,0,8
25 May 20,19*2m,2,0,0,"1,110"
25 May 20,20*a,3,0,0,"9,9,14"
25 May 20,21*g,3,0,0,"9,13,7"
25 May 20,23*3a,5,0,0,"10,12,5,8,7"
25 May 20,25*3g,1,0,0,18